Doctor Identifier,Provider Type,Number of Beneficiaries,Services by Beneficiary,Total Submitted Charge Amount By Benificiary,Total Allowed Amount By Benificiary,Total Payment Amount By Benificiary,Total Standardized Payment Amount By Benificiary,Number of Drug Services By Benificiary,Total Drug Submitted Charge Amount By Benificiary,Total Drug Allowed Amount  By Benificiary,Total Drug Payment Amount  By Benificiary,Total Drug Standardized Payment Amount By Benificiary,Number of Medical Services,Percent Atrial Fibrillation,Percent Alzheimerâ€™s Disease or Dementia ,Percent Asthma ,Percent Cancer ,Percent Heart Failure ,Percent Chronic Kidney Disease,Percent Chronic Obstructive Pulmonary Disease,Percent Depression ,Percent Diabetes ,Percent Hyperlipidemia ,Percent Hypertension ,Percent Ischemic Heart Disease ,Percent Osteoporosis ,Percent Rheumatoid Arthritis or Osteoarthritis ,Percent Schizophrenia or Other Psychotic Disorders ,Percent Stroke ,Average HCC Risk Score of Beneficiaries 
369336326,Physical Therapist,84,2.035714286,575.7738095,250.3807143,190.4420238,189.2832143,0,0,0,0,0,171,19,0.77,18,18,13,26,17,21,26,63,74,24,0.46,52,0.43,0.36,1.13
663819263,Internal Medicine,201,1.024875622,653.9870647,118.538408,94.26507463,93.56313433,0,0,0,0,0,206,13,6,12,18,14,26,9,22,24,48,60,25,11,42,6,6,1.11
153060235,Independent Diagnostic Testing Facility,600,2.661666667,441.25,195.0117333,133.46415,131.3446833,0.478333333,23.495,18.73406667,18.25678333,18.25678333,1310,15,8,12,13,13,17,16,13,30,75,75,29,10,35,3,4,1.11
417223917,Chiropractic,259,5.505791506,939.1505792,487.3837066,390.9531274,385.5288803,0.888030888,108.3590734,91.79656371,89.82760618,89.82760618,1196,17,8,8,13,16,16,7,9,22,47,65,32,4,31,3.47,3.41,1.04
833572967,Internal Medicine,65,2.492307692,281.8769231,245.6790769,181.39,178.6313846,0,0,0,0,0,162,0.67,0.68,0.67,0.52,1,20,0.77,68,20,28,45,1.47,0.4,55,0.37,0.31,1.19
521216827,Optometry,200,1.36,383.62,135.78295,88.449,81.9668,0,0,0,0,0,272,13,9,11,8,12,15,10,26,20,55,64,24,12,35,0.6,0.61,1.08
774089502,Chiropractic,67,1.507462687,411.4626866,107.9873134,81.32477612,98.57313433,0,0,0,0,0,101,39,25,33,16,64,69,48,54,61,75,75,75,0.25,33,18,0.21,3.09
591267195,Occupational therapist,47,30.76595745,1684.255319,821.5793617,636.9170213,596.5519149,0,0,0,0,0,1446,0.71,0.7,0.67,0.6,1.03,1.35,0.77,26,23,55,68,1.6,0.43,64,0.35,0.32,1.34
617821098,Cardiology,1383,2.130151844,305.6695589,101.3490166,86.48583514,82.52508315,0,0,0,0,0,2946,8,6,11,15,11,15,9,28,18,44,53,19,14,37,3,3,1.05
543181774,Physical Therapist,51,1.254901961,327.0784314,83.11941176,62.22470588,71.12254902,0,0,0,0,0,64,0.28,0,35,0,0.43,0.54,0.34,65,45,53,57,0.61,0.17,57,0.16,0.13,1.31
282316111,Internal Medicine,214,2.341121495,228.2476636,186.3591589,127.6771495,123.6974299,0,0,0,0,0,501,1.98,1.91,12,12,8,14,14,27,22,57,54,17,6,28,1.03,0.9,1.01
334566035,Clinical Psychologist,428,2.535046729,559.9228972,268.5052103,200.6092523,196.5126869,0,0,0,0,0,1085,22,23,18,13,31,36,21,38,37,69,75,42,15,37,9,60,1.65
177032429,Optometry,129,3.162790698,697.813876,357.5600775,274.1189922,306.7555039,0.100775194,5.054186047,2.808217054,2.745271318,2.745271318,395,23,45,22,12,43,46,27,43,36,62,75,43,13,48,1.43,12,2.29
484129512,Pediatric Medicine,305,9.796721311,2091.993443,1081.876197,837.4357705,796.5816721,1.13442623,460.642623,301.2804262,236.2264918,236.2264918,2642,10,8,14,8,12,22,11,29,24,49,65,25,12,43,2.48,5,1.22
891442313,Diagnostic Radiology,174,2.408045977,329.0786782,128.047931,100.0081034,102.9646552,0,0,0,0,0,419,13,7,12,25,17,39,14,26,32,45,62,35,0.63,34,6,0.48,1.82
650904384,Optometry,1064,1.481203008,369.2988722,112.6440602,84.55360902,86.02785714,0,0,0,0,0,1576,20,16,20,24,35,51,23,39,38,58,75,43,13,39,7,10,2.44
744782591,Internal Medicine,195,3.21025641,717.4205128,177.672,128.796,148.7826667,0,0,0,0,0,626,32,21,19,6,37,56,24,31,38,55,75,50,17,50,9,12,2.83
650454598,Obstetrics/Gynecology,947,11.66631468,1271.363041,727.8700528,564.554245,591.2273073,0,0,0,0,0,11048,26,35,24,14,44,52,29,45,38,63,75,54,13,49,14,12,2.24
585108090,Cardiology,63,2.412698413,1015.396825,249.805873,195.8490476,227.5611111,0,0,0,0,0,152,30,37,35,0.35,59,75,56,51,43,67,75,62,0.31,44,22,0.28,2.58
398452702,Physical Therapist,32,1.15625,592.4375,168.428125,126.114375,130.7259375,0,0,0,0,0,37,0.22,0.22,34,0.17,38,0.42,0.26,41,34,44,59,34,0.13,34,0.12,0.1,2.31
636034069,General Surgery,242,7.342975207,1214.359504,893.316157,668.166405,650.3268182,0,0,0,0,0,1777,16,75,7,11,23,32,11,60,20,50,75,34,19,46,38,13,1.5
581460805,Licensed Clinical Social Worker,577,3.110918544,1263.974003,494.6707279,376.289636,376.1466031,0,0,0,0,0,1795,20,12,12,46,19,33,21,25,24,60,75,34,13,43,4,7,1.59
321894520,Occupational therapist,32,7.03125,775,616.9040625,436.6925,461.2440625,0,0,0,0,0,225,0,0,0.82,0,0,1.55,0.96,75,1.47,41,3.01,1.71,0.45,1.84,0.54,0.38,0.84
248907915,Internal Medicine,104,1.153846154,304.2307692,89.10461538,65.74403846,88.49730769,0,0,0,0,0,120,0.75,0.88,0.81,34,1.19,11,0.94,32,1.36,49,49,13,14,37,0.54,0.37,0.86
919559565,Psychiatry,41,13.46341463,404.5756098,345.0002439,262.0943902,291.5580488,0,0,0,0,0,552,0.59,0.73,0.61,0.39,0.93,1.15,0.72,1.39,1.08,54,59,1.24,0.33,1.32,0.43,0.28,1.12
705970566,Licensed Clinical Social Worker,88,8.727272727,1784.636364,467.5945455,329.8940909,312.6344318,0,0,0,0,0,768,16,0.83,0.89,0.77,1.32,1.74,1.01,16,16,42,47,27,0.56,34,0.42,0.41,0.96
395531313,Clinical Psychologist,1042,1.119961612,449.7552783,156.9954031,119.8611516,112.9649424,0,0,0,0,0,1167,36,9,16,10,21,24,17,26,27,68,75,47,8,38,3,15,1.25
587071321,Physician Assistant,951,3.719242902,917.8548896,289.7394637,218.768654,218.0075184,0,0,0,0,0,3537,32,21,25,14,52,46,29,39,41,75,75,63,9,43,12,10,2.17
972025721,Plastic and Reconstructive Surgery,294,3.928571429,1566.454082,372.704898,284.6701361,281.9928571,1.452380952,106.6564626,27.52615646,21.19568027,21.19568027,728,10,11,19,8,15,23,20,41,35,70,68,29,15,67,7,4,1.26
704380664,Anesthesiology,183,2.114754098,529.4644809,187.7545902,138.1240437,133.6210929,0,0,0,0,0,387,15,9,18,9,26,40,16,39,41,56,67,36,15,34,7,9,2.35
524409098,Neurology,13,1.076923077,2198,312.7584615,245.2023077,244.0338462,0,0,0,0,0,14,0.04,0.03,0,0.03,0.06,0.08,0,0.07,0.07,0.13,75,0.09,0.02,0.1,0.01,0,2.13
909374153,Dermatology,205,1.068292683,376.2341463,158.5027805,120.633122,117.272439,0,0,0,0,0,219,27,21,24,17,46,57,24,35,37,66,75,58,17,64,14,12,2.04
882130326,Nurse Practitioner,165,2.060606061,243.7090909,182.280303,142.6066667,140.344303,0,0,0,0,0,340,27,25,33,19,47,55,34,50,42,71,75,55,9,48,15,13,2.26
779839527,Physician Assistant,823,2.363304982,620.144593,253.2400851,195.8571567,190.2922236,0,0,0,0,0,1945,33,30,29,16,46,58,34,43,35,69,75,53,20,56,14,13,2.31
250283480,Emergency Medicine,764,1.336387435,387.0968586,72.82229058,55.37346859,51.35865183,0,0,0,0,0,1021,9,5,15,16,14,15,9,24,27,62,62,40,16,75,0.9,5,1.05
936724810,Gastroenterology,937,4.330843116,313.3916756,222.0676734,159.6355069,160.8676307,0.059765208,0.355389541,0.348249733,0.263543223,0.263543223,4002,18,13,11,12,19,33,13,19,35,65,75,36,10,51,4,7,1.34
521428946,Interventional Radiology,528,3.426136364,828.6349432,423.5419508,326.5050947,328.0905114,0,0,0,0,0,1809,22,20,25,16,32,39,30,37,44,63,75,39,6,36,9,8,2.06
417593637,Pulmonary Disease,35,1.714285714,396.9428571,158.3002857,114.3831429,110.222,0,0,0,0,0,60,0.23,0.21,40,0.19,0.34,0.45,0.26,46,40,46,74,0.52,0.14,40,0.11,0.11,1.77
686082933,Centralized Flu,105,3.361904762,1136,452.4392381,351.0860952,338.13,0,0,0,0,0,353,21,22,23,12,60,75,27,46,59,56,75,60,0.67,28,10,15,5.61
750418861,General Surgery,648,1.174382716,1084.740741,179.1831636,139.4500309,143.1648765,0,0,0,0,0,761,25,25,24,12,42,47,34,39,38,70,75,56,12,44,15,12,2.43
519047577,Nurse Practitioner,136,2.080882353,389.0073529,171.0904412,132.1479412,132.7439706,0,0,0,0,0,283,11,40,32,11,34,45,43,75,38,58,75,39,11,44,45,15,2.04
438260312,Obstetrics/Gynecology,19,2.263157895,592.8421053,176.5494737,134.3368421,153.2442105,0,0,0,0,0,43,0.15,0.18,0.16,0.11,0.24,0.3,0,0.36,0.28,0.48,58,0.33,0.09,0.35,0.11,0.07,1.73
705500365,Clinical Psychologist,275,1.014545455,666.9927273,109.5076,85.94174545,86.12665455,0,0,0,0,0,279,14,7,9,17,16,24,11,20,27,56,65,32,9,39,0.43,6,1.23
490352366,Emergency Medicine,117,2.666666667,428.9915385,178.9675214,145.9719658,142.771453,0.239316239,17.78641026,12.27487179,12.00700855,12.00700855,284,16,0.93,15,0.96,12,15,19,35,26,55,62,26,9,39,0.46,0.44,1.1
194182515,Diagnostic Radiology,495,4.824242424,522.3938384,415.6313333,303.0081616,308.6277172,0.139393939,3.460808081,2.602545455,2.53630303,2.53630303,2319,17,32,25,9,32,35,25,46,37,52,68,35,9,40,13,10,1.82
534173590,General Surgery,114,2.973684211,730.0526316,212.4704386,147.7660526,142.6499123,0,0,0,0,0,339,0.84,0.77,24,11,23,34,20,42,30,47,72,35,14,37,0.41,0.38,1.73
190372987,Gastroenterology,131,1.450381679,861.5572519,256.5191603,199.709084,202.2583969,0,0,0,0,0,190,23,24,26,13,40,43,27,50,29,63,75,47,15,51,11,25,2.26
694534916,Physical Therapist,464,1.523706897,901.9310345,272.0122198,201.3977802,204.0051078,0,0,0,0,0,707,12,9,13,30,12,18,11,26,20,53,61,20,10,33,4,5,1.16
900081399,Nurse Practitioner,139,5.964028777,1480.726619,418.835036,325.0276978,380.9453237,0,0,0,0,0,829,1.93,13,45,1.14,16,27,35,75,30,56,60,27,1.04,37,68,0.99,1.89
166448179,Nurse Practitioner,239,2.075313808,61.29506276,61.07213389,59.85054393,66.33631799,1.037656904,43.14355649,42.92062762,42.05912134,42.05912134,248,9,6,10,10,14,13,7,20,21,55,64,21,8,34,1.29,1.33,0.96
550997131,Chiropractic,110,2.636363636,1027.209091,343.0856364,256.4377273,253.5678182,0,0,0,0,0,290,19,19,25,18,43,72,22,48,45,66,75,45,12,37,0.61,13,3.43
369225935,Ophthalmology,344,1.529069767,296.0087209,98.17598837,76.93892442,79.29607558,0,0,0,0,0,526,11,10,19,31,21,42,20,32,38,58,75,49,6,40,0.91,7,2.05
526162568,General Practice,107,1.028037383,898.9668224,144.2954206,112.3534579,111.5538318,0,0,0,0,0,110,13,0.32,13,22,18,21,12,37,21,59,70,27,0.25,60,0.16,0.18,1.32
480265693,Clinical Psychologist,530,8.069811321,608.8207547,313.6751698,232.4948868,231.1717358,0,0,0,0,0,4277,11,10,17,10,15,22,13,23,27,51,65,28,9,40,5,5,1.18
989499456,Internal Medicine,17,13.29411765,1919.411765,1280.678235,986.0205882,978.4547059,0,0,0,0,0,226,0,0,0.6,0.45,0,1.17,0.71,75,1.12,65,2.33,1.31,0.35,1.42,0.38,0,1.26
723606245,Nurse Practitioner,81,1.851851852,267.6049383,55.18246914,38.84962963,36.37703704,0,0,0,0,0,150,17,0.24,17,0.27,17,23,16,22,22,56,73,36,16,43,0,0.14,1.39
440377396,Psychiatry,525,1.108571429,465.0780952,157.6514286,121.3090857,120.6969143,0,0,0,0,0,582,22,24,23,16,34,40,25,39,30,65,75,45,10,45,8,10,1.61
799117565,Physical Therapist,97,1.103092784,531.0927835,163.2898969,125.4141237,147.0454639,0,0,0,0,0,107,31,31,36,20,43,60,33,63,51,70,75,66,15,52,13,16,3.29
376191377,Nurse Practitioner,55,1.036363636,609.5090909,177.2205455,138.9467273,134.1023636,0,0,0,0,0,57,25,24,42,0.26,47,69,38,53,38,51,75,75,0.19,49,0.14,0.14,2.71
344267145,Internal Medicine,297,4.367003367,906.4074074,314.9791246,234.1692593,220.4470707,1.252525253,16.28282828,2.226195286,1.741178451,1.741178451,925,13,12,8,13,13,21,8,28,22,57,66,25,11,55,1.23,6,1.22
768025423,Mass Immunization Roster Biller,81,2,52.54555556,52.32703704,51.28037037,57.94888889,1,34.15790123,33.93938272,33.25740741,33.25740741,81,1.12,0.85,1.08,0.99,1.32,20,1.19,14,22,46,65,23,0.83,32,0,0.39,1
972629441,Ophthalmology,448,7.631696429,1067.122768,440.8365402,341.7114955,339.1986161,0,0,0,0,0,3419,17,75,22,9,30,46,24,75,37,71,75,45,13,38,74,11,1.84
327305068,Physical Therapist,31,5.322580645,1087.580645,498.3535484,381.9548387,347.0325806,0,0,0,0,0,165,0.35,55,0.33,0.32,0.5,0.67,0.38,65,0.68,55,71,0.8,0.22,35,0.15,0.16,1.89
804393219,Internal Medicine,145,1.186206897,692.7241379,168.3448276,136.7327586,131.2436552,0,0,0,0,0,172,11,14,12,17,12,34,8,12,34,73,75,33,11,32,0.25,0.27,1.57
550281314,Internal Medicine,308,3.350649351,1238.99026,398.5994156,305.5575325,306.0761039,0.584415584,135.2792208,45.9437987,36.01146104,36.01146104,852,11,11,18,8,17,27,18,34,31,54,68,22,11,69,1.74,1.4,1.39
345978460,Orthopedic Surgery,1973,3.346680182,404.8883173,119.137927,93.40556006,85.82601115,0,0,0,0,0,6603,11,7,11,17,14,25,12,21,26,61,68,26,7,38,2,4,1.18
998916077,Licensed Clinical Social Worker,809,1.196538937,504.6761434,167.9132386,122.8919159,125.3843881,0,0,0,0,0,968,23,26,22,17,33,41,29,35,33,63,75,42,13,48,11,11,1.85
229373387,Cardiology,358,1.173184358,784.9189944,167.2950279,127.8307821,126.4215363,0,0,0,0,0,420,24,27,24,20,37,47,28,47,35,65,75,48,18,43,18,12,2.01
881885735,Nurse Practitioner,263,1.855513308,1167.110532,356.9093916,270.5801521,263.5317871,0,0,0,0,0,488,11,6,11,9,16,21,12,22,25,52,67,36,7,38,1.28,1.14,1.29
615542212,Medical Oncology,21,18.95238095,3757.142857,1369.246667,1059.957143,1039.285238,0,0,0,0,0,398,0,0,0.56,0.43,0,1.09,0,75,1.05,1.87,2.19,1.23,0.32,1.34,0.34,0,1.18
311708952,Pathology,65,1.184615385,412.2461538,114.3223077,89.30753846,88.77692308,0,0,0,0,0,77,0.31,20,18,0.25,17,22,18,75,23,37,54,25,0.19,26,75,0.14,1.68
762724843,Psychiatry,314,2.312101911,649.0987261,158.9379299,123.0509873,143.7624841,0,0,0,0,0,726,29,36,33,19,43,58,37,49,39,73,75,55,26,53,17,12,2.26
839214497,Diagnostic Radiology,22,26.90909091,1680,812.8731818,617.7086364,535.1545455,0,0,0,0,0,592,0.28,0.19,0.24,0.29,0,0.52,0.27,0.43,0.56,1.11,1.3,0.66,0.18,73,0,0,0.69
911151136,Dermatology,140,21.41428571,1086.25,600.9465,454.927,432.1105,0,0,0,0,0,2998,9,2.03,1.94,1.63,9,20,9,24,21,51,67,28,12,75,1.06,0.91,0.96
613801469,CRNA,21,2.952380952,168.047619,137.6561905,109.1385714,109.1761905,0,0,0,0,0,62,0,0.14,0.15,0.11,0.21,0.28,0.17,0.29,0.27,0.49,0.58,0.32,0.09,0.35,0,0.07,0.82
167637646,Psychiatry,117,3.760683761,652.7179487,353.0647009,271.2882906,268.7147009,0,0,0,0,0,440,10,1.41,26,75,19,36,35,31,25,56,72,41,14,32,0.79,0.64,2.69
880838789,Internal Medicine,351,1.478632479,267.3361823,106.4106553,80.66837607,78.29096866,0,0,0,0,0,519,24,15,18,11,48,58,20,33,53,61,75,60,7,28,7,15,2.76
243518048,Family Practice,235,1.919148936,520.587234,185.8485532,143.1604255,137.2613191,0,0,0,0,0,451,10,10,15,12,15,22,15,24,31,57,73,32,9,29,6,0.67,1.33
551612732,Physical Medicine and Rehabilitation,325,1.218461538,367.7261538,189.0218462,142.2581231,142.4551385,0,0,0,0,0,396,30,28,29,15,42,46,37,41,32,58,75,45,11,48,9,16,1.93
197269608,Emergency Medicine,158,4.96835443,673.7289873,287.6236076,241.5424051,236.0606962,0.727848101,137.591962,68.36303797,66.93025316,66.93025316,670,9,3,13,3.64,13,23,17,28,23,45,44,17,8,35,7,1.36,1.24
725874763,Physical Therapist,85,2.717647059,522.9411765,278.0875294,216.8434118,216.4370588,0,0,0,0,0,231,36,66,33,19,51,67,46,73,46,65,75,61,15,52,33,15,2.72
186667835,Physical Therapist,45,2.066666667,498.7777778,179.3946667,132.6306667,132.9335556,0,0,0,0,0,93,0.33,0.32,0.33,0,0.49,0.63,0.38,33,0.61,38,38,0.72,0.2,24,0.17,0.15,1
548098602,Clinical Psychologist,28,1.392857143,388.325,132.3553571,72.58392857,82.965,0,0,0,0,0,39,0.24,0,0.25,0,0.37,0.46,0.28,0.52,39,43,39,0.52,0.14,0.57,71,0,1.24
162494200,Internal Medicine,1083,3.670360111,1679.868883,541.5453278,404.2858449,395.9521514,0,0,0,0,0,3975,18,14,15,11,26,38,20,25,39,62,75,49,7,38,5,11,1.84
738253306,Plastic and Reconstructive Surgery,61,5.049180328,1106.52459,403.9168852,315.7686885,304.8432787,0,0,0,0,0,308,0.59,0.57,33,0.48,0.87,26,20,75,36,41,54,1.3,0.35,25,41,0.27,1.37
261529130,Clinical Psychologist,408,2.039215686,212.9303922,64.44551471,51.41370098,51.0835049,0,0,0,0,0,832,8,3,12,53,9,19,15,25,27,68,65,32,18,50,0.76,4,1.4
537631950,Otolaryngology,96,2.0625,236.09375,163.1777083,90.5475,114.2846875,0,0,0,0,0,198,1.16,1.35,32,0.8,1.81,14,14,75,21,32,32,2.48,0.67,22,0.79,0.56,1.18
236028004,Nurse Practitioner,87,4.781609195,722.9885057,325.247931,238.2895402,234.4110345,0,0,0,0,0,416,20,46,13,18,23,38,14,75,23,64,74,43,0.57,52,17,0.45,1.76
106418865,CRNA,141,3.773049645,378.0851064,289.7161702,205.9594326,204.7670922,0,0,0,0,0,532,1.7,9,16,1.31,2.56,13,16,75,25,50,47,18,1.01,37,20,0.79,1.31
974334218,Internal Medicine,495,1.248484848,465.7607677,147.2536566,112.4064444,113.0382828,0,0,0,0,0,618,17,18,22,11,29,38,22,41,37,59,72,40,8,41,9,8,1.76
473709349,Clinical Psychologist,55,1.381818182,692.6727273,202.4263636,155.3487273,150.1636364,0,0,0,0,0,76,27,27,35,0.29,71,75,42,60,47,56,75,62,20,53,20,0.16,3.35
139346358,Nurse Practitioner,74,3.027027027,11944.86851,594.3236486,465.3605405,445.0759459,0,0,0,0,0,224,0,16,22,0,42,75,18,41,69,55,75,51,0,20,0,0,5.33
938344571,Allergy/Immunology,536,2.298507463,703.6921642,293.8613619,241.6547201,237.9962687,0.559701493,2.85261194,2.240764925,1.439029851,1.439029851,932,6,5,13,9,8,26,9,29,28,44,57,17,4,40,5,4,1.19
286129884,Nurse Practitioner,282,3.460992908,369.3794326,233.773617,159.533617,187.4636525,0,0,0,0,0,976,4,6,22,5,7,16,21,73,21,51,44,18,4,36,19,5,1.31
453635036,Internal Medicine,302,1.887417219,409.3410596,214.8366556,163.0463907,162.5504305,0,0,0,0,0,570,26,26,27,18,40,42,29,36,33,60,75,47,11,48,11,14,1.96
238825406,Diagnostic Radiology,236,1.105932203,1487.483051,225.5502119,173.1385169,175.1165254,0,0,0,0,0,261,18,14,20,15,27,36,20,41,27,56,72,30,12,48,8,6,1.61
884396734,Optometry,11,1.090909091,351.0909091,85.71090909,67.19727273,78.21454545,0,0,0,0,0,12,0.06,0,0.06,0,0.09,0.12,0.07,0.13,0.11,0.19,0.23,0.13,0.04,0.14,0,0.03,2.46
266296157,Cardiology,114,2.052631579,58.10377193,57.63798246,56.48517544,63.03877193,1.026315789,39.9545614,39.48877193,38.69614035,38.69614035,117,1.74,1.31,1.68,1.56,2.03,3.2,1.84,10,3.77,35,41,18,11,32,0.58,0.6,0.83
600827128,Internal Medicine,49,2.816326531,674.1428571,244.3902041,191.2597959,187.2389796,0,0,0,0,0,138,39,0.36,45,0.3,63,71,49,37,35,73,75,71,0.22,31,0.19,0.17,2.01
955211708,Psychiatry,736,3.074728261,908.9850543,371.1369701,280.6969973,279.4335462,0.033967391,2.554347826,1.006059783,0.985855978,0.985855978,2238,19,19,49,13,37,41,52,43,40,58,75,42,10,36,8,7,2.14
120430214,Hematology/Oncology,433,3.138568129,996.1755196,304.6764896,239.27806,235.4120785,0.071593533,1.933025404,1.300138568,1.274364896,1.274364896,1328,28,11,45,17,42,47,61,39,37,64,75,55,15,42,9,9,2.39
293866656,Physical Therapist,127,2.141732283,708.9212598,178.2656693,138.5368504,140.1637795,0,0,0,0,0,272,0.73,0.7,12,13,1.09,17,0.85,31,15,40,44,13,11,30,0.39,0.34,0.89
409268492,Family Practice,48,1.458333333,1151.729167,212.993125,149.8391667,144.2945833,0,0,0,0,0,70,0.27,0.22,0.27,0.23,27,25,0.3,35,38,52,52,38,0.17,44,0.11,0.12,1.56
849582104,Internal Medicine,45,1.133333333,478.8444444,85.50177778,67.03355556,79.05088889,0,0,0,0,0,51,31,24,0.24,24,24,24,24,24,0.41,62,73,47,0.13,36,0.14,0.11,1.83
414174047,Nurse Practitioner,514,1.083657588,452.3365759,147.3045525,109.7601556,110.6482685,0,0,0,0,0,557,18,21,23,12,33,47,25,50,37,59,75,50,11,41,17,11,2.22
332079900,Physical Therapist,275,2.629090909,3533.163636,868.8368,672.5325455,653.6285091,0,0,0,0,0,723,10,5,13,48,11,24,9,30,21,44,58,31,12,30,1.96,1.72,1.47
794956996,Optometry,93,2.440860215,582.1835484,242.3047312,169.6341935,164.8373118,0.258064516,30.26268817,24.70096774,24.20741935,24.20741935,203,13,12,12,23,17,33,1.59,26,29,61,71,29,18,41,0.59,0.57,1.41
786808863,Nurse Practitioner,439,5.990888383,817.8191116,402.1139636,287.4057631,281.1556264,0.08428246,2.949886105,1.01476082,0.99453303,0.99453303,2593,14,30,14,11,22,27,20,34,40,59,66,33,7,35,19,5,1.61
394764676,Internal Medicine,624,1.988782051,1314.429487,287.5348397,223.9336378,223.9388141,0,0,0,0,0,1241,15,12,19,13,24,31,27,31,38,67,75,40,7,43,5,7,1.52
926150440,Ambulance Service Supplier,635,3.31496063,943.1291339,301.0330079,240.8190236,227.449748,0.275590551,47.27716535,37.64626772,36.8531811,36.8531811,1930,13,10,6,16,14,16,9,18,18,42,57,34,8,33,2,5,1.14
281190009,Pulmonary Disease,186,2.758064516,1380.44086,394.6522043,297.8456989,288.1932796,0.198924731,12.42473118,8.626451613,8.295268817,8.295268817,476,2.07,13,15,10,23,38,15,41,26,48,61,36,9,31,9,0.89,2.18
549848378,Optometry,1648,3.945995146,477.3786408,276.3833374,198.3881796,190.1128398,0.070995146,0.722087379,0.217372573,0.164872573,0.164872573,6386,17,14,10,12,22,27,11,22,30,57,69,32,11,41,4,6,1.53
223815411,Family Practice,136,1.911764706,377.0882353,153.2552941,112.7879412,107.8318382,0,0,0,0,0,260,0.84,8,15,10,14,25,18,42,32,33,58,28,0.51,26,11,0.38,1.35
865643640,Internal Medicine,25,1.36,480.88,60.9748,47.8092,52.3256,0,0,0,0,0,34,0.08,0,0.08,0.06,0.11,0.15,0.09,0.15,0.14,52,68,0.17,0.05,75,0.04,0,1.36
542675843,Internal Medicine,325,1.938461538,460.2215385,129.6548923,99.84369231,114.7424923,0,0,0,0,0,630,47,8,19,12,49,44,29,26,51,75,75,73,5,37,6,11,1.76
217733101,Pulmonary Disease,117,1.452991453,365.5299145,166.8977778,124.364188,122.8780342,0,0,0,0,0,170,22,75,18,11,43,51,17,53,38,56,75,44,19,50,21,10,1.77
186839149,Internal Medicine,64,4.03125,405.9375,273.5610938,185.33625,226.5704688,0,0,0,0,0,258,0,1.24,19,0.64,1.59,1.96,1.24,73,23,39,41,2.1,0.56,27,0.75,0.49,1.13
344325833,Cardiology,31,24.19354839,1087.903226,699.1377419,527.7190323,471.2587097,0,0,0,0,0,750,0.46,0.4,0.42,0.42,0.65,0.87,0.48,0.82,0.89,58,55,1.05,0.29,65,0,0.2,1.2
989538445,Internal Medicine,843,5.321470937,3246.661922,542.5647094,411.2497865,345.6394543,0.123368921,6.896797153,0.665563464,0.521672598,0.521672598,4382,10,5,19,10,14,22,18,36,28,55,65,28,10,75,5,4,1.32
630924744,Internal Medicine,922,6.739696312,1797.085315,789.2647722,617.4114425,638.3102169,0,0,0,0,0,6214,20,27,23,11,31,34,26,48,29,49,71,38,11,41,16,12,1.86
532783545,Physical Medicine and Rehabilitation,175,1.977142857,446.64,178.3121714,127.9796,124.2819429,0,0,0,0,0,346,1.2,6,17,6,15,31,9,48,44,35,63,19,0.72,31,7,0.55,1.46
919956931,Physical Therapist,30,2.166666667,254.8333333,161.22,103.9736667,122.3483333,0,0,0,0,0,65,0.32,0.36,0.33,0,0.49,0.62,0.39,75,0.59,37,37,0.69,0.18,0.74,0.21,0.15,1.3
988492744,Diagnostic Radiology,125,6.944,829.064,259.78328,184.23224,172.84144,4.432,87.792,12.10872,9.49288,9.49288,314,9,1,1.15,12,11,18,1.32,32,26,43,65,20,0.74,70,0.51,0.53,1.16
339821343,Cardiology,991,2.652875883,290.6064581,96.37749748,72.73995964,65.57055499,0,0,0,0,0,2629,13,9,15,19,18,30,19,27,30,62,73,31,9,49,4,5,1.37
586073816,Cardiology,399,10.39849624,1169.87985,601.1914035,482.9315038,478.9735088,1.994987469,140.3007519,103.9023559,98.43984962,98.43984962,3353,16,15,15,8,18,14,19,29,34,64,74,31,16,38,4,10,1.23
760818102,Emergency Medicine,51,2.352941176,355.3137255,254.2396078,192.5905882,193.7598039,0,0,0,0,0,120,0.53,22,27,0.41,0.8,1.02,0.62,75,22,47,59,22,0.31,37,67,0.25,1.24
548978589,Gastroenterology,97,2.134020619,361.0824742,116.5470103,94.73092784,88.04103093,0,0,0,0,0,207,0.44,0.34,12,0.38,0.61,13,0.47,31,16,49,47,15,14,34,0.16,0.19,0.92
380630693,Ophthalmology,199,2.08040201,60.19060302,60.08502513,58.88311558,65.4901005,1.040201005,41.93713568,41.83155779,40.99201005,40.99201005,207,9,2.39,7,13,6,9,3.35,12,12,40,39,19,10,31,1.06,1.09,0.76
878764912,Cardiology,346,5.549132948,986.2919075,396.04,312.1369653,304.8863006,1.199421965,282.1618497,124.0433526,121.5102312,121.5102312,1505,14,4,10,12,11,23,14,12,22,67,65,34,4,36,4.82,3,1.09
954976840,Rheumatology,141,1.510638298,11872.89986,1877.425035,1470.056525,1454.933688,0,0,0,0,0,213,18,0.38,13,18,19,28,17,26,21,67,70,36,8,50,0.2,0.23,1.83
886069192,Pathology,192,3.1875,527.87625,253.6701042,184.0972396,216.5144271,0,0,0,0,0,612,10,74,8,1.57,30,27,28,50,48,42,66,27,8,22,61,1.18,2.13
842884156,Internal Medicine,197,2.228426396,1132.497462,369.3082234,279.7459391,286.0228426,0,0,0,0,0,439,15,9,14,19,13,26,13,29,25,57,65,27,6,36,8,8,1.32
